Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200708:1430,0.0,0.0,0.0,29.79,1.66,0.0
20200708:1530,0.0,0.0,0.0,29.16,1.66,0.0
20200708:1630,0.0,0.0,0.0,28.75,1.79,0.0
20200708:1730,0.0,0.0,0.0,28.51,1.72,0.0
20200708:1830,0.0,0.0,0.0,28.28,1.66,0.0
20200708:1930,0.0,0.0,0.0,27.71,1.31,0.0
20200708:2030,0.0,0.0,0.0,27.64,1.24,0.0
20200708:2130,0.0,0.0,0.0,27.49,1.1,0.0
20200708:2230,0.0,0.0,0.0,27.33,0.76,0.0
20200708:2330,0.0,0.0,0.0,27.0,0.55,0.0
20200709:0030,134.0,12.13,5.13,26.88,0.48,0.0
20200709:0130,1041.5,40.98,17.54,26.96,0.48,0.0
20200709:0230,2421.0,78.36,30.34,27.21,1.1,0.0
20200709:0330,5143.0,147.73,43.38,27.53,1.79,0.0
20200709:0430,8942.5,244.22,56.54,27.94,2.21,0.0
20200709:0530,15113.0,407.03,69.59,28.87,2.21,0.0
20200709:0630,17929.0,484.59,81.38,30.22,2.28,0.0
20200709:0730,20775.0,584.48,80.16,33.22,1.31,0.0
20200709:0830,15729.5,436.02,67.99,33.87,1.31,0.0
20200709:0930,13195.0,361.46,54.91,33.0,2.48,0.0
20200709:1030,14435.0,394.16,41.76,32.64,2.97,0.0
20200709:1130,9567.5,267.49,28.74,33.06,2.76,0.0
20200709:1230,3850.0,120.76,15.98,32.92,2.76,0.0
20200709:1330,438.5,25.56,3.63,32.46,2.14,0.0
20200709:1430,0.0,0.0,0.0,31.53,1.72,0.0
20200709:1530,0.0,0.0,0.0,30.76,1.79,0.0
20200709:1630,0.0,0.0,0.0,30.29,1.79,0.0
20200709:1730,0.0,0.0,0.0,29.86,2.48,0.0
20200709:1830,0.0,0.0,0.0,29.03,2.83,0.0
20200709:1930,0.0,0.0,0.0,29.43,2.21,0.0
20200709:2030,0.0,0.0,0.0,29.25,2.0,0.0
20200709:2130,0.0,0.0,0.0,29.18,2.07,0.0
20200709:2230,0.0,0.0,0.0,29.14,2.21,0.0
20200709:2330,0.0,0.0,0.0,29.03,2.34,0.0
20200710:0030,984.5,43.95,5.04,29.05,2.83,0.0
20200710:0130,6241.5,182.39,17.46,29.38,3.17,0.0
20200710:0230,11765.5,320.23,30.26,30.65,3.38,0.0
20200710:0330,18725.0,501.15,43.31,31.89,5.24,0.0
20200710:0430,23588.0,636.88,56.47,33.26,6.34,0.0
20200710:0530,27238.5,744.15,69.51,34.3,6.55,0.0
20200710:0630,26817.5,736.29,81.27,35.38,6.55,0.0
20200710:0730,21643.0,595.81,80.1,35.9,4.62,0.0
20200710:0830,24959.5,697.03,67.98,35.98,4.48,0.0
20200710:0930,21040.0,581.05,54.9,36.36,4.34,0.0
20200710:1030,14831.0,407.92,41.75,36.53,4.28,0.0
20200710:1130,10653.0,300.09,28.72,36.59,3.86,0.0
20200710:1230,4511.5,142.6,15.96,36.48,2.97,0.0
20200710:1330,529.0,30.38,3.6,35.72,1.86,0.0
20200710:1430,0.0,0.0,0.0,33.94,2.41,0.0
20200710:1530,0.0,0.0,0.0,32.49,2.9,0.0
20200710:1630,0.0,0.0,0.0,31.69,2.69,0.0
20200710:1730,0.0,0.0,0.0,31.23,2.69,0.0
20200710:1830,0.0,0.0,0.0,31.0,2.69,0.0
20200710:1930,0.0,0.0,0.0,30.17,1.93,0.0
20200710:2030,0.0,0.0,0.0,29.57,1.45,0.0
20200710:2130,0.0,0.0,0.0,29.2,1.31,0.0
20200710:2230,0.0,0.0,0.0,29.1,1.79,0.0
20200710:2330,0.0,0.0,0.0,29.18,2.07,0.0
20200711:0030,707.5,35.81,4.95,29.17,2.55,0.0
20200711:0130,5824.0,171.77,17.37,29.67,3.38,0.0
20200711:0230,12236.0,332.3,30.19,30.9,3.93,0.0
20200711:0330,19260.0,514.95,43.24,32.02,5.52,0.0
20200711:0430,25016.5,676.85,56.39,33.23,6.21,0.0
20200711:0530,28112.5,773.89,69.43,34.38,6.07,0.0
20200711:0630,20884.5,568.69,81.15,35.32,5.66,0.0
20200711:0730,23991.0,658.02,80.04,33.08,4.0,0.0
20200711:0830,25362.5,708.21,67.96,33.98,3.38,0.0
20200711:0930,19732.5,547.66,54.89,34.98,2.62,0.0
20200711:1030,18522.0,517.25,41.74,35.24,2.07,0.0
20200711:1130,10807.5,305.74,28.71,35.63,1.86,0.0
20200711:1230,4295.5,136.49,15.93,35.34,1.52,0.0
20200711:1330,465.0,28.44,3.57,33.66,1.03,0.0
20200711:1430,0.0,0.0,0.0,31.63,0.9,0.0
20200711:1530,0.0,0.0,0.0,30.84,1.79,0.0
20200711:1630,0.0,0.0,0.0,30.48,2.34,0.0
20200711:1730,0.0,0.0,0.0,30.19,2.55,0.0
20200711:1830,0.0,0.0,0.0,29.96,2.34,0.0
20200711:1930,0.0,0.0,0.0,30.28,2.69,0.0
20200711:2030,0.0,0.0,0.0,30.21,2.76,0.0
20200711:2130,0.0,0.0,0.0,30.23,3.1,0.0
20200711:2230,0.0,0.0,0.0,30.04,2.69,0.0
20200711:2330,0.0,0.0,0.0,29.33,1.86,0.0
20200712:0030,813.0,39.46,4.86,28.83,1.24,0.0
20200712:0130,5261.0,157.63,17.29,29.09,1.03,0.0
20200712:0230,12955.5,354.8,30.11,30.53,1.93,0.0
20200712:0330,19777.0,535.71,43.16,31.82,3.72,0.0
20200712:0430,23750.0,650.09,56.32,32.93,4.21,0.0
20200712:0530,25004.5,692.56,69.35,33.92,4.07,0.0
20200712:0630,22382.5,621.76,81.03,34.9,3.72,0.0
20200712:0730,17703.0,487.32,79.97,32.57,2.14,0.0
20200712:0830,16524.0,457.79,67.94,32.96,1.66,0.0
20200712:0930,6309.5,182.29,54.88,33.54,2.62,0.0
20200712:1030,8293.5,229.44,41.72,31.9,3.79,0.0
20200712:1130,2309.0,76.59,28.69,31.6,3.79,0.0
20200712:1230,980.5,40.1,15.9,30.29,3.38,0.0
20200712:1330,271.0,19.52,3.53,29.34,2.55,0.0
20200712:1430,0.0,0.0,0.0,28.89,1.72,0.0
20200712:1530,0.0,0.0,0.0,28.29,1.38,0.0
20200712:1630,0.0,0.0,0.0,27.77,1.59,0.0
20200712:1730,0.0,0.0,0.0,27.49,1.66,0.0
20200712:1830,0.0,0.0,0.0,27.27,1.79,0.0
20200712:1930,0.0,0.0,0.0,27.03,2.14,0.0
20200712:2030,0.0,0.0,0.0,26.82,2.14,0.0
20200712:2130,0.0,0.0,0.0,26.86,1.79,0.0
20200712:2230,0.0,0.0,0.0,26.63,1.59,0.0
20200712:2330,0.0,0.0,0.0,26.43,1.45,0.0
20200713:0030,769.0,37.51,4.77,26.26,1.31,0.0
20200713:0130,6528.0,189.76,17.21,26.77,0.97,0.0
20200713:0230,12666.0,344.35,30.03,28.72,1.66,0.0
20200713:0330,19780.0,538.2,43.09,30.65,2.48,0.0
20200713:0430,24698.0,679.62,56.25,32.5,3.72,0.0
20200713:0530,25073.0,688.81,69.27,33.75,4.69,0.0
20200713:0630,25175.5,696.27,80.91,34.68,4.55,0.0
20200713:0730,28610.0,810.08,79.89,34.61,3.79,0.0
20200713:0830,23935.5,667.22,67.91,35.54,3.72,0.0
20200713:0930,20879.5,577.86,54.86,35.71,3.59,0.0
20200713:1030,15617.0,430.21,41.7,35.91,3.45,0.0
20200713:1130,11826.5,331.88,28.66,35.73,3.1,0.0
20200713:1230,4772.5,149.5,15.87,35.51,2.83,0.0
20200713:1330,590.0,33.76,3.48,34.6,1.72,0.0
20200713:1430,0.0,0.0,0.0,33.49,1.31,0.0
20200713:1530,0.0,0.0,0.0,32.59,0.69,0.0
20200713:1630,0.0,0.0,0.0,31.46,1.17,0.0
20200713:1730,0.0,0.0,0.0,30.58,1.86,0.0
20200713:1830,0.0,0.0,0.0,30.13,2.41,0.0
20200713:1930,0.0,0.0,0.0,30.24,2.28,0.0
20200713:2030,0.0,0.0,0.0,29.81,2.48,0.0
20200713:2130,0.0,0.0,0.0,29.46,2.76,0.0
20200713:2230,0.0,0.0,0.0,29.11,2.97,0.0
20200713:2330,0.0,0.0,0.0,28.87,2.83,0.0
20200714:0030,634.5,32.52,4.67,28.48,2.28,0.0
20200714:0130,4070.5,125.4,17.12,28.47,1.52,0.0
20200714:0230,12362.5,337.38,29.95,29.34,1.66,0.0
20200714:0330,17572.0,479.12,43.02,31.35,2.0,0.0
20200714:0430,23049.5,643.46,56.17,32.95,2.14,0.0
20200714:0530,24868.5,706.52,69.18,34.39,2.14,0.0
20200714:0630,26351.5,762.44,80.78,35.33,1.86,0.0
20200714:0730,26812.0,788.43,79.81,35.72,1.38,0.0
20200714:0830,25003.0,730.47,67.88,36.25,1.17,0.0
20200714:0930,20155.0,574.81,54.83,36.68,1.17,0.0
20200714:1030,15038.0,422.26,41.68,36.69,1.38,0.0
20200714:1130,10279.5,293.4,28.63,36.47,1.38,0.0
20200714:1230,5033.5,157.01,15.83,36.1,1.31,0.0
20200714:1330,464.5,27.56,3.44,35.26,1.31,0.0
20200714:1430,0.0,0.0,0.0,33.99,1.93,0.0
20200714:1530,0.0,0.0,0.0,32.85,2.14,0.0
20200714:1630,0.0,0.0,0.0,31.94,2.55,0.0
20200714:1730,0.0,0.0,0.0,31.29,3.17,0.0
20200714:1830,0.0,0.0,0.0,30.64,3.66,0.0
20200714:1930,0.0,0.0,0.0,30.34,3.1,0.0
20200714:2030,0.0,0.0,0.0,29.77,3.17,0.0
20200714:2130,0.0,0.0,0.0,29.23,3.59,0.0
20200714:2230,0.0,0.0,0.0,28.67,4.0,0.0
20200714:2330,0.0,0.0,0.0,28.07,4.0,0.0
20200715:0030,835.5,39.83,4.58,27.51,3.93,0.0
20200715:0130,6493.0,187.87,17.03,27.3,3.86,0.0
20200715:0230,13726.0,366.92,29.87,28.09,4.07,0.0
20200715:0330,19334.5,514.54,42.94,29.55,4.41,0.0
20200715:0430,20006.5,537.25,56.1,31.05,4.21,0.0
20200715:0530,24333.5,665.72,69.1,31.82,3.93,0.0
20200715:0630,25172.0,690.96,80.64,32.87,4.28,0.0
20200715:0730,27224.5,765.77,79.72,33.64,3.31,0.0
20200715:0830,26157.5,740.05,67.84,34.52,2.9,0.0
20200715:0930,20764.0,574.82,54.81,34.84,3.03,0.0
20200715:1030,15401.5,420.4,41.65,34.25,3.79,0.0
20200715:1130,8169.5,230.24,28.6,33.52,3.93,0.0
20200715:1230,3449.0,111.3,15.79,33.02,3.45,0.0
20200715:1330,592.0,33.63,3.38,32.45,2.9,0.0
20200715:1430,0.0,0.0,0.0,31.65,2.83,0.0
20200715:1530,0.0,0.0,0.0,30.86,3.17,0.0
20200715:1630,0.0,0.0,0.0,30.23,3.66,0.0
20200715:1730,0.0,0.0,0.0,29.43,3.86,0.0
20200715:1830,0.0,0.0,0.0,28.77,3.59,0.0
20200715:1930,0.0,0.0,0.0,28.57,3.38,0.0
20200715:2030,0.0,0.0,0.0,28.22,3.31,0.0
20200715:2130,0.0,0.0,0.0,28.01,3.24,0.0
20200715:2230,0.0,0.0,0.0,27.72,3.38,0.0
20200715:2330,0.0,0.0,0.0,27.28,3.38,0.0
20200716:0030,520.5,28.61,4.48,26.67,3.59,0.0
20200716:0130,4675.0,139.38,16.94,26.48,3.66,0.0
20200716:0230,10137.5,272.37,29.79,27.08,4.48,0.0
20200716:0330,10426.5,279.49,42.86,28.22,4.21,0.0
20200716:0430,19981.0,532.48,56.02,28.79,3.72,0.0
20200716:0530,22548.5,614.59,69.01,30.62,3.45,0.0
20200716:0630,25236.5,698.0,80.5,31.8,3.24,0.0
20200716:0730,27804.5,782.27,79.62,34.2,3.86,0.0
20200716:0830,24129.0,671.75,67.8,34.9,3.79,0.0
20200716:0930,22221.5,614.94,54.78,35.12,3.72,0.0
20200716:1030,16582.5,455.29,41.62,35.39,3.59,0.0
20200716:1130,10583.0,296.99,28.56,35.01,3.17,0.0
20200716:1230,4977.0,154.02,15.74,34.37,3.24,0.0
20200716:1330,387.5,24.44,3.32,33.09,3.52,0.0
20200716:1430,0.0,0.0,0.0,31.88,3.24,0.0
20200716:1530,0.0,0.0,0.0,31.13,3.1,0.0
20200716:1630,0.0,0.0,0.0,30.71,3.03,0.0
20200716:1730,0.0,0.0,0.0,30.31,3.24,0.0
20200716:1830,0.0,0.0,0.0,29.92,3.31,0.0
20200716:1930,0.0,0.0,0.0,29.42,2.41,0.0
20200716:2030,0.0,0.0,0.0,29.28,2.62,0.0
20200716:2130,0.0,0.0,0.0,27.75,2.62,0.0
20200716:2230,0.0,0.0,0.0,26.62,2.55,0.0
20200716:2330,0.0,0.0,0.0,26.3,2.07,0.0
20200717:0030,461.5,24.63,4.38,26.44,1.79,0.0
20200717:0130,3641.0,111.29,16.85,26.68,2.07,0.0
20200717:0230,7509.0,207.09,29.71,27.14,3.17,0.0
20200717:0330,11902.5,318.64,42.79,27.92,3.45,0.0
20200717:0430,19621.5,524.98,55.94,28.99,3.66,0.0
20200717:0530,22687.0,618.44,68.92,30.77,3.31,0.0
20200717:0630,24510.0,676.66,80.36,32.02,3.17,0.0
20200717:0730,24890.0,688.25,79.52,32.82,3.72,0.0
20200717:0830,22742.5,626.69,67.75,33.44,3.52,0.0
20200717:0930,15129.0,413.46,54.74,33.55,3.03,0.0
20200717:1030,14626.5,401.26,41.58,33.4,2.62,0.0
20200717:1130,10874.0,303.7,28.52,33.88,2.83,0.0
20200717:1230,4723.5,147.02,15.69,33.79,2.21,0.0
20200717:1330,502.5,29.75,3.26,33.14,2.07,0.0
20200717:1430,0.0,0.0,0.0,31.91,2.48,0.0
20200717:1530,0.0,0.0,0.0,31.07,2.55,0.0
20200717:1630,0.0,0.0,0.0,30.62,2.48,0.0
20200717:1730,0.0,0.0,0.0,30.22,2.41,0.0
20200717:1830,0.0,0.0,0.0,30.04,2.48,0.0
20200717:1930,0.0,0.0,0.0,30.01,2.41,0.0
20200717:2030,0.0,0.0,0.0,29.69,2.55,0.0
20200717:2130,0.0,0.0,0.0,29.33,2.48,0.0
20200717:2230,0.0,0.0,0.0,28.81,2.14,0.0
20200717:2330,0.0,0.0,0.0,28.07,2.0,0.0
20200718:0030,548.0,29.5,4.28,27.5,2.14,0.0
20200718:0130,4394.5,132.44,16.76,27.33,2.48,0.0
20200718:0230,11330.5,305.62,29.63,27.86,3.03,0.0
20200718:0330,15893.0,423.28,42.71,29.22,3.45,0.0
20200718:0430,22469.5,614.31,55.87,30.75,2.69,0.0
20200718:0530,26214.0,736.18,68.83,32.03,2.48,0.0
20200718:0630,18507.5,510.78,80.21,33.27,2.21,0.0
20200718:0730,23752.5,661.86,79.41,32.03,2.41,0.0
20200718:0830,21419.5,598.14,67.7,33.21,2.07,0.0
20200718:0930,20251.5,565.76,54.7,33.94,1.93,0.0
20200718:1030,12326.0,343.58,41.54,34.48,1.52,0.0
20200718:1130,8251.0,236.04,28.47,34.46,1.17,0.0
20200718:1230,4223.0,132.82,15.64,34.25,1.45,0.0
20200718:1330,484.0,27.78,3.2,33.7,1.93,0.0
20200718:1430,0.0,0.0,0.0,32.56,2.28,0.0
20200718:1530,0.0,0.0,0.0,31.69,2.55,0.0
20200718:1630,0.0,0.0,0.0,31.21,2.48,0.0
20200718:1730,0.0,0.0,0.0,30.81,2.28,0.0
20200718:1830,0.0,0.0,0.0,30.47,2.07,0.0
20200718:1930,0.0,0.0,0.0,29.48,2.62,0.0
20200718:2030,0.0,0.0,0.0,28.44,2.48,0.0
20200718:2130,0.0,0.0,0.0,28.07,1.72,0.0
20200718:2230,0.0,0.0,0.0,27.89,1.24,0.0
20200718:2330,0.0,0.0,0.0,27.69,1.17,0.0
20200719:0030,417.5,23.68,4.18,27.51,1.59,0.0
20200719:0130,4315.5,130.3,16.67,27.59,1.17,0.0
20200719:0230,8791.5,242.51,29.54,28.29,1.38,0.0
20200719:0330,13105.5,353.16,42.63,29.32,2.69,0.0
20200719:0430,14599.0,392.42,55.79,30.59,4.55,0.0
20200719:0530,17249.0,462.25,68.74,31.18,4.83,0.0
20200719:0630,12627.0,342.08,80.06,31.77,4.83,0.0
20200719:0730,10670.5,290.88,79.29,30.21,3.59,0.0
20200719:0830,11262.0,305.36,67.64,30.33,3.86,0.0
20200719:0930,14682.5,396.83,54.66,30.54,3.59,0.0
20200719:1030,9326.5,256.78,41.5,31.26,3.59,0.0
20200719:1130,5467.5,159.02,28.42,31.86,3.59,0.0
20200719:1230,3532.0,111.47,15.58,32.04,2.83,0.0
20200719:1330,448.5,25.99,3.12,31.82,1.66,0.0
20200719:1430,0.0,0.0,0.0,31.19,1.59,0.0
20200719:1530,0.0,0.0,0.0,30.49,1.72,0.0
20200719:1630,0.0,0.0,0.0,29.58,2.34,0.0
20200719:1730,0.0,0.0,0.0,28.65,2.9,0.0
20200719:1830,0.0,0.0,0.0,27.98,2.62,0.0
20200719:1930,0.0,0.0,0.0,27.44,1.86,0.0
20200719:2030,0.0,0.0,0.0,27.36,2.07,0.0
20200719:2130,0.0,0.0,0.0,27.46,2.14,0.0
20200719:2230,0.0,0.0,0.0,27.43,1.86,0.0
20200719:2330,0.0,0.0,0.0,27.15,1.59,0.0
20200720:0030,129.5,12.52,4.07,27.08,1.59,0.0
20200720:0130,3951.0,121.13,16.58,26.99,1.38,0.0
20200720:0230,8039.0,222.42,29.46,27.9,1.45,0.0
20200720:0330,13966.0,373.75,42.55,29.08,2.48,0.0
20200720:0430,19810.0,532.79,55.71,30.74,3.59,0.0
20200720:0530,24353.5,664.84,68.64,31.92,4.14,0.0
20200720:0630,16632.0,448.92,79.91,32.97,4.41,0.0
20200720:0730,12741.0,342.87,79.16,30.79,3.66,0.0
20200720:0830,11299.5,305.76,67.58,30.62,2.76,0.0
20200720:0930,16010.0,434.64,54.61,30.85,1.66,0.0
20200720:1030,14686.5,400.36,41.45,31.44,2.14,0.0
20200720:1130,7550.0,212.55,28.37,30.88,2.55,0.0
20200720:1230,3219.5,103.55,15.52,30.58,1.1,0.0
20200720:1330,463.0,27.14,3.05,30.42,1.38,0.0
20200720:1430,0.0,0.0,0.0,29.68,1.59,0.0
20200720:1530,0.0,0.0,0.0,28.97,1.93,0.0
20200720:1630,0.0,0.0,0.0,28.43,2.48,0.0
20200720:1730,0.0,0.0,0.0,27.0,3.59,0.0
20200720:1830,0.0,0.0,0.0,26.16,2.83,0.0
20200720:1930,0.0,0.0,0.0,26.55,1.86,0.0
20200720:2030,0.0,0.0,0.0,26.44,2.14,0.0
20200720:2130,0.0,0.0,0.0,26.23,1.66,0.0
20200720:2230,0.0,0.0,0.0,26.0,1.45,0.0
20200720:2330,0.0,0.0,0.0,25.82,1.24,0.0
20200721:0030,391.0,23.73,3.97,25.62,1.52,0.0
20200721:0130,2920.5,93.57,16.49,25.66,1.93,0.0
20200721:0230,7105.0,196.32,29.38,26.0,2.21,0.0
20200721:0330,13694.0,363.65,42.47,27.04,2.69,0.0
20200721:0430,19656.5,528.87,55.63,28.63,2.21,0.0
20200721:0530,22974.0,640.8,68.54,29.8,0.97,0.0
20200721:0630,25829.5,738.78,79.75,30.8,0.97,0.0
20200721:0730,19550.0,544.2,79.03,32.38,1.17,0.0
20200721:0830,14603.0,402.0,67.51,32.38,1.03,0.0
20200721:0930,10562.0,288.77,54.55,31.21,1.93,0.0
20200721:1030,5398.0,154.4,41.4,28.91,3.59,0.0
20200721:1130,5320.0,152.98,28.31,27.82,2.0,0.0
20200721:1230,4036.0,123.63,15.45,27.88,1.31,0.0
20200721:1330,364.0,23.27,2.97,28.08,1.31,0.0
20200721:1430,0.0,0.0,0.0,27.75,0.69,0.0
20200721:1530,0.0,0.0,0.0,27.42,0.34,0.0
20200721:1630,0.0,0.0,0.0,27.18,1.31,0.0
20200721:1730,0.0,0.0,0.0,26.93,1.38,0.0
20200721:1830,0.0,0.0,0.0,26.79,1.1,0.0
20200721:1930,0.0,0.0,0.0,26.18,1.03,0.0
20200721:2030,0.0,0.0,0.0,26.04,1.03,0.0
20200721:2130,0.0,0.0,0.0,25.99,0.97,0.0
20200721:2230,0.0,0.0,0.0,25.98,0.97,0.0
20200721:2330,0.0,0.0,0.0,25.8,1.24,0.0
20200722:0030,201.5,16.24,3.86,25.46,1.66,0.0
20200722:0130,1273.5,47.33,16.4,25.41,1.86,0.0
20200722:0230,3621.5,108.46,29.29,25.59,2.41,0.0
20200722:0330,6520.5,180.09,42.39,25.75,3.17,0.0
20200722:0430,9730.0,260.84,55.55,25.99,3.24,0.0
20200722:0530,17768.0,467.85,68.45,26.52,3.45,0.0
20200722:0630,9805.0,264.88,79.58,27.96,4.0,0.0
20200722:0730,14841.5,392.92,78.89,28.32,4.0,0.0
20200722:0830,22423.0,595.98,67.44,28.51,4.07,0.0
20200722:0930,10344.0,278.0,54.49,29.5,4.41,0.0
20200722:1030,7919.0,217.12,41.34,28.8,4.07,0.0
20200722:1130,4592.0,133.86,28.25,27.7,4.14,0.0
20200722:1230,1936.0,67.06,15.37,27.07,4.48,0.0
20200722:1330,149.0,14.86,2.88,26.53,4.21,0.0
20200722:1430,0.0,0.0,0.0,26.21,3.72,0.0
20200722:1530,0.0,0.0,0.0,25.85,2.83,0.0
20200722:1630,0.0,0.0,0.0,25.48,2.28,0.0
20200722:1730,0.0,0.0,0.0,25.14,2.0,0.0
20200722:1830,0.0,0.0,0.0,24.88,1.66,0.0
20200722:1930,0.0,0.0,0.0,24.44,1.31,0.0
20200722:2030,0.0,0.0,0.0,24.15,1.24,0.0
20200722:2130,0.0,0.0,0.0,24.04,1.17,0.0
20200722:2230,0.0,0.0,0.0,24.19,1.38,0.0
20200722:2330,0.0,0.0,0.0,24.1,1.72,0.0
20200723:0030,420.5,25.59,3.76,24.41,1.86,0.0
20200723:0130,4436.0,132.08,16.3,24.53,2.07,0.0
20200723:0230,11527.0,309.12,29.21,25.77,2.34,0.0
20200723:0330,17947.5,477.61,42.31,27.38,2.76,0.0
20200723:0430,23605.5,641.43,55.46,29.07,2.76,0.0
20200723:0530,27004.5,753.32,68.35,30.64,2.62,0.0
20200723:0630,27548.0,778.37,79.41,31.65,2.41,0.0
20200723:0730,24470.0,700.83,78.74,32.14,0.97,0.0
20200723:0830,23786.0,682.81,67.36,32.54,0.69,0.0
20200723:0930,20593.5,580.53,54.43,32.95,0.9,0.0
20200723:1030,17398.5,484.2,41.28,33.17,1.17,0.0
20200723:1130,11814.5,331.04,28.18,33.18,1.59,0.0
20200723:1230,3571.0,115.81,15.3,32.55,1.72,0.0
20200723:1330,330.0,23.72,2.79,31.42,1.45,0.0
20200723:1430,0.0,0.0,0.0,30.46,1.31,0.0
20200723:1530,0.0,0.0,0.0,29.31,0.9,0.0
20200723:1630,0.0,0.0,0.0,28.65,1.59,0.0
20200723:1730,0.0,0.0,0.0,28.29,1.79,0.0
20200723:1830,0.0,0.0,0.0,27.71,1.72,0.0
20200723:1930,0.0,0.0,0.0,27.48,1.93,0.0
20200723:2030,0.0,0.0,0.0,27.18,2.0,0.0
20200723:2130,0.0,0.0,0.0,26.96,1.93,0.0
20200723:2230,0.0,0.0,0.0,26.77,1.86,0.0
20200723:2330,0.0,0.0,0.0,26.44,2.14,0.0
20200724:0030,494.0,28.71,3.65,26.06,2.48,0.0
20200724:0130,5154.5,153.2,16.21,26.02,2.21,0.0
20200724:0230,11231.5,303.35,29.12,26.73,2.07,0.0
20200724:0330,16583.0,445.7,42.23,27.95,1.72,0.0
20200724:0430,20433.5,556.51,55.38,29.13,1.66,0.0
20200724:0530,24201.0,675.52,68.25,30.21,1.59,0.0
20200724:0630,23917.0,669.2,79.24,31.06,1.52,0.0
20200724:0730,22027.0,612.2,78.59,32.42,1.93,0.0
20200724:0830,24383.5,691.18,67.27,32.86,1.52,0.0
20200724:0930,20375.5,568.43,54.36,33.34,1.52,0.0
20200724:1030,14539.5,401.51,41.21,33.59,1.66,0.0
20200724:1130,9070.5,256.62,28.11,33.29,1.52,0.0
20200724:1230,3509.5,114.33,15.22,32.22,1.79,0.0
20200724:1330,301.5,22.09,2.69,30.68,1.1,0.0
20200724:1430,0.0,0.0,0.0,29.84,1.72,0.0
20200724:1530,0.0,0.0,0.0,29.1,2.14,0.0
20200724:1630,0.0,0.0,0.0,28.63,2.34,0.0
20200724:1730,0.0,0.0,0.0,28.34,2.76,0.0
20200724:1830,0.0,0.0,0.0,27.94,2.9,0.0
20200724:1930,0.0,0.0,0.0,27.21,2.9,0.0
20200724:2030,0.0,0.0,0.0,26.94,2.69,0.0
20200724:2130,0.0,0.0,0.0,26.68,2.69,0.0
20200724:2230,0.0,0.0,0.0,26.44,2.62,0.0
20200724:2330,0.0,0.0,0.0,26.23,2.48,0.0
20200725:0030,435.5,25.7,3.54,25.99,2.41,0.0
20200725:0130,3718.0,115.01,16.11,26.03,2.48,0.0
20200725:0230,8057.5,220.5,29.04,26.69,3.38,0.0
20200725:0330,12654.0,337.12,42.15,27.46,2.97,0.0
20200725:0430,21434.5,577.3,55.3,28.61,2.9,0.0
20200725:0530,18882.0,509.37,68.14,30.34,3.03,0.0
20200725:0630,24519.0,675.18,79.06,31.19,3.03,0.0
20200725:0730,27925.0,780.75,78.42,31.1,3.03,0.0
20200725:0830,24642.5,683.16,67.18,32.05,2.9,0.0
20200725:0930,19985.0,548.29,54.29,32.43,2.83,0.0
20200725:1030,16956.5,461.12,41.14,32.23,2.97,0.0
20200725:1130,10324.0,285.68,28.03,31.31,3.03,0.0
20200725:1230,3241.0,105.27,15.13,31.07,3.1,0.0
20200725:1330,333.5,23.48,2.59,30.33,2.41,0.0
20200725:1430,0.0,0.0,0.0,29.44,2.21,0.0
20200725:1530,0.0,0.0,0.0,28.79,2.07,0.0
20200725:1630,0.0,0.0,0.0,28.34,1.86,0.0
20200725:1730,0.0,0.0,0.0,27.94,1.66,0.0
20200725:1830,0.0,0.0,0.0,27.79,1.66,0.0
20200725:1930,0.0,0.0,0.0,27.7,1.52,0.0
20200725:2030,0.0,0.0,0.0,27.61,1.59,0.0
20200725:2130,0.0,0.0,0.0,27.5,1.59,0.0
20200725:2230,0.0,0.0,0.0,27.18,1.79,0.0
20200725:2330,0.0,0.0,0.0,26.9,2.07,0.0
20200726:0030,145.5,13.25,3.44,26.63,2.0,0.0
20200726:0130,2124.0,71.17,16.02,26.39,2.34,0.0
20200726:0230,5622.5,159.18,28.95,26.33,2.69,0.0
20200726:0330,10283.0,275.06,42.07,26.79,2.83,0.0
20200726:0430,16175.5,432.3,55.21,27.96,2.28,0.0
20200726:0530,21529.0,589.37,68.04,29.48,1.72,0.0
20200726:0630,22371.0,621.76,78.88,30.97,1.45,0.0
20200726:0730,23355.5,665.29,78.25,32.17,0.76,0.0
20200726:0830,21621.5,609.73,67.08,32.49,0.76,0.0
20200726:0930,20473.5,584.27,54.21,33.04,0.07,0.0
20200726:1030,15231.5,424.62,41.06,33.45,0.62,0.0
20200726:1130,8668.0,247.21,27.95,33.52,0.76,0.0
20200726:1230,4377.5,139.1,15.04,32.61,1.1,0.0
20200726:1330,283.0,21.81,2.49,32.0,0.76,0.0
20200726:1430,0.0,0.0,0.0,31.32,0.55,0.0
20200726:1530,0.0,0.0,0.0,30.42,0.48,0.0
20200726:1630,0.0,0.0,0.0,29.82,0.55,0.0
20200726:1730,0.0,0.0,0.0,29.21,0.97,0.0
20200726:1830,0.0,0.0,0.0,28.9,1.38,0.0
20200726:1930,0.0,0.0,0.0,28.83,1.79,0.0
20200726:2030,0.0,0.0,0.0,28.68,1.86,0.0
